"_id","company","payslipIds","approved","totalSalary","totalEligible","totalAdditions","totalDeductions","totalPayable","companyName"
"5adb13e8710e640001134c69","DB","5adb13e8710e640001134c71","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e8710e640001134c72","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e8710e640001134c73","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c74","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c75","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c76","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c77","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c78","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c79","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c7a","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c7b","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c7c","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c7d","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c7e","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c7f","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c80","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c81","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c82","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c83","true","186000","0","0","0","0","Doha Bank"
"5adb13e8710e640001134c69","DB","5adb13e9710e640001134c84","true","186000","0","0","0","0","Doha Bank"
"5adb13e9710e640001134c85","MTM","5adb13e9710e640001134c86","true","60150","0","0","0","0","MTM GROUP"
"5adb13e9710e640001134c85","MTM","5adb13e9710e640001134c87","true","60150","0","0","0","0","MTM GROUP"
"5adb13e9710e640001134c85","MTM","5adb13e9710e640001134c88","true","60150","0","0","0","0","MTM GROUP"
"5adb13e9710e640001134c85","MTM","5adb13e9710e640001134c89","true","60150","0","0","0","0","MTM GROUP"
"5adb13e9710e640001134c85","MTM","5adb13e9710e640001134c8a","true","60150","0","0","0","0","MTM GROUP"
"5adb13e9710e640001134c85","MTM","5adb13e9710e640001134c8b","true","60150","0","0","0","0","MTM GROUP"
